Context,Mol_L,Frag_L,Mol_R,Frag_R,Radius
[*]n1nc(NCC(=O)NC2CN([C@H]3CC[C@@H](C(=O)OCC)CC3)C2)c2cc(C(F)(F)F)ccc21,CCOC(=O)[C@H]1CC[C@@H](N2CC(NC(=O)CNc3nn(CC)c4ccc(C(F)(F)F)cc43)C2)CC1,[cH2][n]([nH])[CH2][CH3],CCOC(=O)[C@H]1CC[C@@H](N2CC(NC(=O)CNc3nn(C(N)=O)c4ccc(C(F)(F)F)cc43)C2)CC1,[cH2][n]([nH])[C]([NH2])=[O],2
[*]n1nc(NCC(=O)NC2CN([C@H]3CC[C@@H](C(=O)OCC)CC3)C2)c2cc(C(F)(F)F)ccc21,CCOC(=O)[C@H]1CC[C@@H](N2CC(NC(=O)CNc3nn(CC)c4ccc(C(F)(F)F)cc43)C2)CC1,[CH3][CH2][nH2],CCOC(=O)[C@H]1CC[C@@H](N2CC(NC(=O)CNc3nn(C(N)=O)c4ccc(C(F)(F)F)cc43)C2)CC1,[nH2][C]([NH2])=[O],1
[*]CN1CCC2(CC1)CCN(C(=O)c1ccc(N)cn1)CC2,CC1(C)CCc2cc(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)ccc2O1,[CH3][N]([CH3])[CH2][c]1[cH][cH][c]2[c]([cH]1)[CH2][CH2][C]([CH3])([CH3])[O]2,CC1(C)Cc2c(cccc2CN2CCC3(CC2)CCN(C(=O)c2ccc(N)cn2)CC3)O1,[CH3][N]([CH3])[CH2][c]1[cH][cH][cH][c]2[c]1[CH2][C]([CH3])([CH3])[O]2,4
[*]CN1CCC2(CC1)CCN(C(=O)c1ccc(N)cn1)CC2,CC1(C)CCc2cc(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)ccc2O1,[CH3][C]1([CH3])[CH2][CH2][c]2[cH][c]([CH2][NH2])[cH][cH][c]2[O]1,CC1(C)Cc2c(cccc2CN2CCC3(CC2)CCN(C(=O)c2ccc(N)cn2)CC3)O1,[CH3][C]1([CH3])[CH2][c]2[c]([CH2][NH2])[cH][cH][cH][c]2[O]1,3
[*]CN1CCC2(CC1)CCN(C(=O)c1ccc(N)cn1)CC2,CC1(C)CCc2cc(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)ccc2O1,[CH3][c]1[cH][cH][c]2[c]([cH]1)[CH2][CH2][C]([CH3])([CH3])[O]2,CC1(C)Cc2c(cccc2CN2CCC3(CC2)CCN(C(=O)c2ccc(N)cn2)CC3)O1,[CH3][c]1[cH][cH][cH][c]2[c]1[CH2][C]([CH3])([CH3])[O]2,2
[*]CN1CCC2(CC1)CCN(C(=O)c1ccc(N)cn1)CC2,CC1(C)CCc2cc(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)ccc2O1,[cH2][cH][c]1[c]([cH2])[O][C]([CH3])([CH3])[CH2][CH2]1,CC1(C)Cc2c(cccc2CN2CCC3(CC2)CCN(C(=O)c2ccc(N)cn2)CC3)O1,[cH2][cH][c]1[c]([cH2])[CH2][C]([CH3])([CH3])[O]1,1
[*]C1=CC2(CCNCC2)Oc2ccccc21,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,[CH2]=[C]([cH3])[c]1[cH][cH][c]([C](=[O])[N]([CH2][CH3])[CH2][CH3])[cH][cH]1,CCN1CCc2cc(C3=CC4(CCNCC4)Oc4ccccc43)ccc2C1=O,[CH2]=[C]([cH3])[c]1[cH][cH][c]2[c]([cH]1)[CH2][CH2][N]([CH2][CH3])[C]2=[O],4
[*]C1=CC2(CCNCC2)Oc2ccccc21,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,[CH3][CH2][N]([CH2][CH3])[C](=[O])[c]1[cH][cH][c]([CH3])[cH][cH]1,CCN1CCc2cc(C3=CC4(CCNCC4)Oc4ccccc43)ccc2C1=O,[CH3][CH2][N]1[CH2][CH2][c]2[cH][c]([CH3])[cH][cH][c]2[C]1=[O],3
[*]C1=CC2(CCNCC2)Oc2ccccc21,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,[cH2][cH][cH][c]([cH2])[C](=[O])[N]([CH2][CH3])[CH2][CH3],CCN1CCc2cc(C3=CC4(CCNCC4)Oc4ccccc43)ccc2C1=O,[cH2][cH][c]1[c]([cH2])[C](=[O])[N]([CH2][CH3])[CH2][CH2]1,2
[*]C1=CC2(CCNCC2)Oc2ccccc21,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,[cH2][cH][cH][C](=[O])[N]([CH3])[CH2][CH3],CCN1CCc2cc(C3=CC4(CCNCC4)Oc4ccccc43)ccc2C1=O,[cH2][c]1[cH][C](=[O])[N]([CH3])[CH2][CH2]1,1
[*]c1nnc(SCCCN2CCc3ccc(-c4cc(C)on4)cc3CC2)n1C,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccs4)n2C)CC3)no1,[CH3][n]1[c]([SH])[n][n][c]1-[c]1[cH][cH][cH][s]1,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C4CCOCC4)n2C)CC3)no1,[CH3][n]1[c]([SH])[n][n][c]1[CH]1[CH2][CH2][O][CH2][CH2]1,4
[*]c1nnc(SCCCN2CCc3ccc(-c4cc(C)on4)cc3CC2)n1C,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccs4)n2C)CC3)no1,[CH3][n]1[cH][n][n][c]1-[c]1[cH][cH][cH][s]1,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C4CCOCC4)n2C)CC3)no1,[CH3][n]1[cH][n][n][c]1[CH]1[CH2][CH2][O][CH2][CH2]1,3
[*]c1nnc(SCCCN2CCc3ccc(-c4cc(C)on4)cc3CC2)n1C,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccs4)n2C)CC3)no1,[nH][c]([nH])-[c]1[cH][cH][cH][s]1,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C4CCOCC4)n2C)CC3)no1,[nH][c]([nH])[CH]1[CH2][CH2][O][CH2][CH2]1,2
[*]c1nnc(SCCCN2CCc3ccc(-c4cc(C)on4)cc3CC2)n1C,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccs4)n2C)CC3)no1,[cH3]-[c]1[cH][cH][cH][s]1,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C4CCOCC4)n2C)CC3)no1,[cH3][CH]1[CH2][CH2][O][CH2][CH2]1,1
[*]C(=O)N1CC[C@@H](NCc2cncn2Cc2ccc(C#N)cc2)C1=O,N#Cc1ccc(Cn2cncc2CN[C@@H]2CCN(C(=O)c3cccc(Cl)c3)C2=O)cc1,[CH3][N]([CH3])[C](=[O])[c]1[cH][cH][cH][c]([Cl])[cH]1,Cc1ncccc1C(=O)N1CC[C@@H](NCc2cncn2Cc2ccc(C#N)cc2)C1=O,[CH3][c]1[n][cH][cH][cH][c]1[C](=[O])[N]([CH3])[CH3],4
[*]C(=O)N1CC[C@@H](NCc2cncn2Cc2ccc(C#N)cc2)C1=O,N#Cc1ccc(Cn2cncc2CN[C@@H]2CCN(C(=O)c3cccc(Cl)c3)C2=O)cc1,[NH2][C](=[O])[c]1[cH][cH][cH][c]([Cl])[cH]1,Cc1ncccc1C(=O)N1CC[C@@H](NCc2cncn2Cc2ccc(C#N)cc2)C1=O,[CH3][c]1[n][cH][cH][cH][c]1[C]([NH2])=[O],3
[*]C(=O)N1CC[C@@H](NCc2cncn2Cc2ccc(C#N)cc2)C1=O,N#Cc1ccc(Cn2cncc2CN[C@@H]2CCN(C(=O)c3cccc(Cl)c3)C2=O)cc1,[CH3][c]1[cH][cH][cH][c]([Cl])[cH]1,Cc1ncccc1C(=O)N1CC[C@@H](NCc2cncn2Cc2ccc(C#N)cc2)C1=O,[CH3][c]1[cH][cH][cH][n][c]1[CH3],2
[*]C(=O)N1CC[C@@H](NCc2cncn2Cc2ccc(C#N)cc2)C1=O,N#Cc1ccc(Cn2cncc2CN[C@@H]2CCN(C(=O)c3cccc(Cl)c3)C2=O)cc1,[cH2][cH][c]([cH2])[Cl],Cc1ncccc1C(=O)N1CC[C@@H](NCc2cncn2Cc2ccc(C#N)cc2)C1=O,[cH2][n][c]([cH2])[CH3],1
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1-c1ccc(N(C)C)nn1,[cH2][c]1[cH][cH][cH][c](-[c]2[cH][n][n](-[c]3[cH][cH][c]([N]([CH3])[CH3])[n][n]3)[c]2[CH3])[n]1,C[C@@H]1CCCN1CCc1ccc2nc(C3CC3)ccc2c1,[cH2][c]1[cH][cH][cH][c]([CH]2[CH2][CH2]2)[n]1,4
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1-c1ccc(N(C)C)nn1,[cH2][cH][c]([n][cH2])-[c]1[cH][n][n](-[c]2[cH][cH][c]([N]([CH3])[CH3])[n][n]2)[c]1[CH3],C[C@@H]1CCCN1CCc1ccc2nc(C3CC3)ccc2c1,[cH2][cH][c]([n][cH2])[CH]1[CH2][CH2]1,3
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1-c1ccc(N(C)C)nn1,[cH2][c]([nH])-[c]1[cH][n][n](-[c]2[cH][cH][c]([N]([CH3])[CH3])[n][n]2)[c]1[CH3],C[C@@H]1CCCN1CCc1ccc2nc(C3CC3)ccc2c1,[cH2][c]([nH])[CH]1[CH2][CH2]1,2
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1-c1ccc(N(C)C)nn1,[cH3]-[c]1[cH][n][n](-[c]2[cH][cH][c]([N]([CH3])[CH3])[n][n]2)[c]1[CH3],C[C@@H]1CCCN1CCc1ccc2nc(C3CC3)ccc2c1,[cH3][CH]1[CH2][CH2]1,1
[*]CN1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,O=C(c1ccncc1)N1CCC2(CCN(Cc3cccc4c3OCC4)CC2)CC1,[NH2][CH2][c]1[cH][cH][cH][c]2[c]1[O][CH2][CH2]2,CC(C)COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,[CH3][CH]([CH3])[CH2][O][c]1[cH][cH][cH][cH][c]1[CH2][NH2],4
[*]CN1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,O=C(c1ccncc1)N1CCC2(CCN(Cc3cccc4c3OCC4)CC2)CC1,[CH3][c]1[cH][cH][cH][c]2[c]1[O][CH2][CH2]2,CC(C)COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,[CH3][c]1[cH][cH][cH][cH][c]1[O][CH2][CH]([CH3])[CH3],3
[*]CN1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,O=C(c1ccncc1)N1CCC2(CCN(Cc3cccc4c3OCC4)CC2)CC1,[cH2][cH][c]1[c]([cH2])[O][CH2][CH2]1,CC(C)COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,[cH2][cH][cH][c]([cH2])[O][CH2][CH]([CH3])[CH3],2
[*]CN1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,O=C(c1ccncc1)N1CCC2(CCN(Cc3cccc4c3OCC4)CC2)CC1,[cH2][c]1[cH][O][CH2][CH2]1,CC(C)COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,[cH2][cH][cH][O][CH2][CH]([CH3])[CH3],1
[*]CCCOc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,O=C(NC1CCN(Cc2ccc(OCCCN3C(=O)CSC3=O)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,[CH3][CH2][CH2][N]1[C](=[O])[CH2][S][C]1=[O],O=C(NC1CCN(Cc2ccc(OCCCN3CCCCC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,[CH3][CH2][CH2][N]1[CH2][CH2][CH2][CH2][CH2]1,4
[*]CCCOc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,O=C(NC1CCN(Cc2ccc(OCCCN3C(=O)CSC3=O)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,[CH3][CH2][N]1[C](=[O])[CH2][S][C]1=[O],O=C(NC1CCN(Cc2ccc(OCCCN3CCCCC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,[CH3][CH2][N]1[CH2][CH2][CH2][CH2][CH2]1,3
[*]CCCOc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,O=C(NC1CCN(Cc2ccc(OCCCN3C(=O)CSC3=O)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,[CH3][N]1[C](=[O])[CH2][S][C]1=[O],O=C(NC1CCN(Cc2ccc(OCCCN3CCCCC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,[CH3][N]1[CH2][CH2][CH2][CH2][CH2]1,2
[*]CCCOc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,O=C(NC1CCN(Cc2ccc(OCCCN3C(=O)CSC3=O)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,[O]=[C]1[CH2][S][C](=[O])[NH]1,O=C(NC1CCN(Cc2ccc(OCCCN3CCCCC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,[CH2]1[CH2][CH2][NH][CH2][CH2]1,1
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1-c1ccc(N(C)C)nn1,[cH2][cH][c]([n][cH2])-[c]1[cH][n][n](-[c]2[cH][cH][c]([N]([CH3])[CH3])[n][n]2)[c]1[CH3],Cc1nc(C)c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)s1,[cH2][cH][c]([n][cH2])-[c]1[s][c]([CH3])[n][c]1[CH3],4
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1-c1ccc(N(C)C)nn1,[cH2][c]([nH])-[c]1[cH][n][n](-[c]2[cH][cH][c]([N]([CH3])[CH3])[n][n]2)[c]1[CH3],Cc1nc(C)c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)s1,[cH2][c]([nH])-[c]1[s][c]([CH3])[n][c]1[CH3],3
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1-c1ccc(N(C)C)nn1,[cH3]-[c]1[cH][n][n](-[c]2[cH][cH][c]([N]([CH3])[CH3])[n][n]2)[c]1[CH3],Cc1nc(C)c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)s1,[CH3][c]1[n][c]([CH3])[c](-[cH3])[s]1,2
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1-c1ccc(N(C)C)nn1,[CH3][N]([CH3])[c]1[cH][cH][c](-[n]2[cH][cH][cH][n]2)[n][n]1,Cc1nc(C)c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)s1,[CH3][c]1[n][cH][cH][s]1,1
